x1,x2,y
0.0,0.0,-0.4688898508110977
0.0,0.1,-0.24171669054646833
0.0,0.2,0.02961272521762472
0.0,0.30000000000000004,0.24734506650060561
0.0,0.4,0.5355064022346501
0.0,0.5,0.7960959623205421
0.0,0.6000000000000001,1.0287955759790208
0.0,0.7000000000000001,1.3769351813811912
0.0,0.8,1.4892553549163197
0.0,0.9,1.717498968847572
0.0,1.0,2.017631660701236
0.0,1.1,2.1559062129941133
0.0,1.2000000000000002,2.495735210696711
0.0,1.3,2.791560059431455
0.0,1.4000000000000001,2.8382171008524986
0.0,1.5,3.249503576520905
0.0,1.6,3.5258670720815752
0.0,1.7000000000000002,3.8156429216468655
0.0,1.8,4.079327110180399
0.0,1.9000000000000001,4.197086332122824
0.0,2.0,4.512572049628477
0.0,2.1,4.781269013312215
0.0,2.2,5.006955778129437
0.0,2.3000000000000003,5.2352750637457595
0.0,2.4000000000000004,5.48352279030922
0.0,2.5,5.8200036015068815
0.0,2.6,5.766077308025675
0.0,2.7,6.23056838823772
0.0,2.8000000000000003,6.488935555244242
0.0,2.9000000000000004,6.773871658994145
0.0,3.0,7.005038154087363
0.0,3.1,7.150623831467499
0.0,3.2,7.550077370179428
0.0,3.3000000000000003,7.637391909488005
0.0,3.4000000000000004,8.04767615297626
0.0,3.5,8.413454195687438
0.0,3.6,8.582121380029706
0.0,3.7,8.9322658166822
0.0,3.8000000000000003,9.03232250598361
0.0,3.9000000000000004,9.313621076217766
0.0,4.0,9.436341367289314
0.0,4.1000000000000005,9.79773686178758
0.0,4.2,10.109557345136894
0.0,4.3,10.124228122643467
0.0,4.4,10.637900407405985
0.0,4.5,10.708070979244297
0.0,4.6000000000000005,11.007143029705496
0.0,4.7,11.17512776463255
0.0,4.800000000000001,11.523868074262685
0.0,4.9,11.816302261439258
0.0,5.0,11.930815741640735
0.0,5.1000000000000005,12.307333776174406
0.0,5.2,12.395997730483781
0.0,5.300000000000001,12.768324099333901
0.0,5.4,12.973665563891274
0.0,5.5,13.312699082494401
0.0,5.6000000000000005,13.397209794710816
0.0,5.7,13.632804358792335
0.0,5.800000000000001,14.073974643023075
0.0,5.9,14.299225989111989
0.0,6.0,14.489099003195347
0.0,6.1000000000000005,14.759423019950582
0.0,6.2,14.967185378264594
0.0,6.300000000000001,15.324632411929626
0.0,6.4,15.45046881337302
0.0,6.5,15.7576856380872
0.0,6.6000000000000005,15.900935611500042
0.0,6.7,16.21374281728475
0.0,6.800000000000001,16.544660633030116
0.0,6.9,16.66013277274895
0.0,7.0,16.83044906678055
0.0,7.1000000000000005,17.173936426001035
0.0,7.2,17.47225312528402
0.0,7.300000000000001,17.66637890387974
0.0,7.4,18.006679494757655
0.0,7.5,18.37073332730007
0.0,7.6000000000000005,18.530767171152437
0.0,7.7,18.55052613030251
0.0,7.800000000000001,18.76974011853839
0.0,7.9,19.21078254519634
0.0,8.0,19.197218634167257
0.0,8.1,19.637867041268365
0.0,8.200000000000001,19.94400862092726
0.0,8.3,20.29207771237486
0.0,8.4,20.487392895787035
0.0,8.5,20.76458860086731
0.0,8.6,20.73586097104067
0.0,8.700000000000001,21.295071290493457
0.0,8.8,21.411443023920466
0.0,8.9,21.586843355077356
0.0,9.0,21.952587248797336
0.0,9.1,22.307628038668206
0.0,9.200000000000001,22.344404386110142
0.0,9.3,22.66144664504225
0.0,9.4,23.001300552755538
0.0,9.5,23.450589077077836
0.0,9.600000000000001,23.496421773449914
0.0,9.700000000000001,23.749335162628668
0.0,9.8,23.849430840699696
0.0,9.9,24.38044300731267
0.1,0.0,-0.8050802703787291
0.1,0.1,-0.3722662453223109
0.1,0.2,-0.2708303140894963
0.1,0.30000000000000004,-0.014606536058335846
0.1,0.4,0.250367761727067
0.1,0.5,0.4022976546811256
0.1,0.6000000000000001,0.5786405539896807
0.1,0.7000000000000001,0.8600995515175945
0.1,0.8,1.2276643250195716
0.1,0.9,1.3958327318088073
0.1,1.0,1.7796704831212422
0.1,1.1,1.9869191150672152
0.1,1.2000000000000002,2.302462056243304
0.1,1.3,2.587561611548626
0.1,1.4000000000000001,2.6955745429813267
0.1,1.5,3.068358409860796
0.1,1.6,3.275405610382072
